id_transaksi,waktu,Nama_Produk,kategori,type,nominal
TRX-eae965cef379,2025-08-02 05:25:10,Susu,Makanan & Bahan Makanan,pengeluaran,11416
TRX-adcca3c84ce9,2025-08-02 06:58:09,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,31898
TRX-8267dcf27ef1,2025-08-02 08:27:03,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,14917
TRX-08470d02b7c7,2025-08-02 08:39:35,Vitamin,Kesehatan,pengeluaran,10791
TRX-6810156cab6f,2025-08-02 09:00:54,Cabai,Makanan & Bahan Makanan,pengeluaran,19107
TRX-d06a9612ffa1,2025-08-02 09:16:19,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,26983
TRX-44785131d77f,2025-08-02 09:45:45,Soto Ayam,Makanan & Bahan Makanan,pemasukan,23625
TRX-4131b04225f0,2025-08-02 10:35:09,Cabai,Makanan & Bahan Makanan,pengeluaran,19158
TRX-a302211c5a59,2025-08-02 11:29:17,Es Teh,Minuman & Bahan Minuman,pemasukan,9865
TRX-9379dbf03edd,2025-08-02 12:05:17,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20824
TRX-e153b0312956,2025-08-02 14:20:31,Beras,Makanan & Bahan Makanan,pengeluaran,15364
TRX-2ad2040bf9f3,2025-08-02 15:21:05,Bakso,Makanan & Bahan Makanan,pemasukan,30171
TRX-14ed9876e46f,2025-08-02 17:19:02,Susu,Minuman & Bahan Minuman,pengeluaran,13392
TRX-55a259a49d3e,2025-08-02 18:54:41,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27930
TRX-30a178187929,2025-08-02 20:05:50,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22678
TRX-5b8199c16aa1,2025-08-02 21:11:39,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,18676
TRX-5ff72a57c944,2025-08-02 21:30:59,Gas LPG,Makanan & Bahan Makanan,pengeluaran,34203
TRX-0186a71a42aa,2025-08-02 22:14:58,Teh,Minuman & Bahan Minuman,pengeluaran,2651
TRX-aeba8fccea22,2025-08-03 01:27:33,Kertas Nota,ATK/Administrasi,pengeluaran,10950
TRX-d32698926b69,2025-08-03 08:30:33,Pulpen,ATK/Administrasi,pengeluaran,3931
TRX-16363632af1c,2025-08-03 09:08:46,Vitamin,Kesehatan,pengeluaran,18615
TRX-9233c80bf3ac,2025-08-03 09:12:10,Vitamin,Kesehatan,pengeluaran,19553
TRX-9f77a8b3848d,2025-08-03 19:31:28,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13390
TRX-3c84d63ab4bf,2025-08-03 20:44:56,Masker,Kesehatan,pengeluaran,3196
TRX-5d1245017851,2025-08-03 22:09:23,Tinta Printer,ATK/Administrasi,pengeluaran,7519
TRX-a014604c9632,2025-08-04 00:08:41,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20269
TRX-338d5dcd52a7,2025-08-04 01:31:24,Bakso,Makanan & Bahan Makanan,pemasukan,32119
TRX-54780d579a42,2025-08-04 03:48:36,Beras,Makanan & Bahan Makanan,pengeluaran,14170
TRX-1976d5acaf49,2025-08-04 08:29:42,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,9875
TRX-a892d8bed21b,2025-08-04 08:38:04,Es Teh,Minuman & Bahan Minuman,pemasukan,7836
TRX-dabe1c88d5ea,2025-08-04 08:48:30,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12422
TRX-ede2d3d74ec9,2025-08-04 09:04:52,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,21895
TRX-d74ec2b1dd2c,2025-08-04 20:43:37,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,20760
TRX-a60a06490c19,2025-08-05 02:42:30,Mie Ayam,Makanan & Bahan Makanan,pemasukan,25923
TRX-86bf9fa32f08,2025-08-05 05:22:38,Masker,Kesehatan,pengeluaran,3132
TRX-62494e1d5dd2,2025-08-05 15:57:10,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29131
TRX-b14c266a04fe,2025-08-05 19:07:15,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27612
TRX-4b33ad7cf76e,2025-08-05 19:48:34,Beras,Makanan & Bahan Makanan,pengeluaran,14065
TRX-31956d3d7930,2025-08-05 22:27:08,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24881
TRX-958fb9f55536,2025-08-05 23:21:42,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29941
TRX-202762bc1466,2025-08-06 00:19:46,Masker,Kesehatan,pengeluaran,2610
TRX-3e711293533a,2025-08-06 03:56:43,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26286
TRX-60cace9cad3d,2025-08-06 09:18:32,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28114
TRX-2839ffdcb3b9,2025-08-06 13:00:39,Vitamin,Kesehatan,pengeluaran,21866
TRX-4e152866e1d7,2025-08-06 13:17:43,Pulpen,ATK/Administrasi,pengeluaran,3597
TRX-4d360f0ec836,2025-08-06 14:33:48,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12669
TRX-b94937ef413c,2025-08-06 19:16:45,Soto Ayam,Makanan & Bahan Makanan,pemasukan,26005
TRX-79f2868cb52c,2025-08-06 19:29:48,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,22025
TRX-7fee99dbbc1d,2025-08-06 20:48:44,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22163
TRX-a901338ecb54,2025-08-06 22:44:54,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23468
TRX-e9ef4b522904,2025-08-06 23:14:22,Matcha Latte,Minuman & Bahan Minuman,pemasukan,24377
TRX-ed8db18786bc,2025-08-06 23:57:23,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,11924
TRX-33d9e817e824,2025-08-07 02:16:36,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10149
TRX-f604cfaba1ce,2025-08-07 04:34:32,Es Teh,Minuman & Bahan Minuman,pemasukan,8492
TRX-c90b53c80517,2025-08-07 08:44:02,Mie Ayam,Makanan & Bahan Makanan,pemasukan,29610
TRX-822dbe74daba,2025-08-07 10:09:00,Vitamin,Kesehatan,pengeluaran,19062
TRX-c8f447969877,2025-08-07 11:55:12,Gas LPG,Makanan & Bahan Makanan,pengeluaran,34110
TRX-391421eb211b,2025-08-07 13:27:49,Beras,Makanan & Bahan Makanan,pengeluaran,19280
TRX-aaae3fd0961e,2025-08-07 16:30:01,Tinta Printer,ATK/Administrasi,pengeluaran,13804
TRX-aa98bbdaba38,2025-08-07 19:32:24,Es Teh,Minuman & Bahan Minuman,pemasukan,6939
TRX-046a6005a5fc,2025-08-08 04:40:02,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28592
TRX-d729359f41bd,2025-08-08 08:04:40,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10154
TRX-b42e9ceb9c62,2025-08-08 09:45:58,Bakso,Makanan & Bahan Makanan,pemasukan,34651
TRX-7f6ffe10b4b9,2025-08-08 12:26:59,Cup Plastik,Makanan & Bahan Makanan,pengeluaran,15428
TRX-cbb9bd9e30b1,2025-08-08 15:00:36,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28944
TRX-787864b0b6a5,2025-08-08 20:54:19,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10869
TRX-e45e14dcadba,2025-08-09 00:11:09,Tinta Printer,ATK/Administrasi,pengeluaran,12940
TRX-242381e1b3b7,2025-08-09 03:16:52,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28701
TRX-d15c346d12be,2025-08-09 03:48:31,Pulpen,ATK/Administrasi,pengeluaran,3203
TRX-97adbb129a11,2025-08-09 05:09:20,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,23005
TRX-a24aaf7fd958,2025-08-09 05:11:20,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,15905
TRX-d747fb003286,2025-08-09 09:12:56,Kertas Nota,Makanan & Bahan Makanan,pengeluaran,6744
TRX-3b8df6a4c05d,2025-08-09 09:28:43,Vitamin,Kesehatan,pengeluaran,18278
TRX-e774aad5621b,2025-08-09 09:57:17,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27423
TRX-1f1270d7143f,2025-08-09 11:08:38,Es Teh,Minuman & Bahan Minuman,pemasukan,7619
TRX-5ca5801b14fa,2025-08-09 14:29:38,Soto Ayam,Makanan & Bahan Makanan,pemasukan,24239
TRX-edefb8036d92,2025-08-09 22:41:33,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10540
TRX-e26c2ea7b8c8,2025-08-10 09:20:29,Masker,Kesehatan,pengeluaran,4649
TRX-f4de5fe8d382,2025-08-10 11:34:02,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,29847
TRX-8713161c6222,2025-08-10 12:18:47,Teh,Minuman & Bahan Minuman,pengeluaran,2260
TRX-8a6a785a54ef,2025-08-10 12:55:49,Kopi,Minuman & Bahan Minuman,pengeluaran,7853
TRX-7699132e4386,2025-08-10 13:10:17,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27906
TRX-5b0e0a9523f4,2025-08-10 14:19:05,Vitamin,Kesehatan,pengeluaran,13178
TRX-a928d2671214,2025-08-10 16:27:06,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22501
TRX-0cc8326d587f,2025-08-10 17:34:34,Teh,Minuman & Bahan Minuman,pengeluaran,3231
TRX-1bc9fd734ed2,2025-08-10 17:46:47,Bakso,Makanan & Bahan Makanan,pemasukan,33638
TRX-93a191f9b1a6,2025-08-10 18:25:45,Susu,Minuman & Bahan Minuman,pengeluaran,15890
TRX-8230599e146d,2025-08-10 19:15:13,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24950
TRX-a9b019e60f48,2025-08-10 19:24:19,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,31906
TRX-bc039f787641,2025-08-10 19:42:52,Kopi,Minuman & Bahan Minuman,pengeluaran,8435
TRX-b4ed3aabde20,2025-08-10 23:39:47,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,24705
TRX-3e0810a09312,2025-08-11 04:53:12,Es Teh,Minuman & Bahan Minuman,pemasukan,8280
TRX-56aa6d1d4dee,2025-08-11 10:06:44,Pulpen,ATK/Administrasi,pengeluaran,2284
TRX-8a8708115f85,2025-08-11 13:37:42,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29215
TRX-329644099b95,2025-08-11 14:29:15,Teh,Makanan & Bahan Makanan,pengeluaran,2882
TRX-708f6d193c71,2025-08-11 15:08:35,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,23308
TRX-196ff7cc0f58,2025-08-11 15:39:10,Kertas Nota,ATK/Administrasi,pengeluaran,5724
TRX-4f1909d7f3ae,2025-08-11 18:34:21,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,26228
TRX-2fcfa078665f,2025-08-11 19:18:39,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,22813
TRX-62c45d254993,2025-08-11 19:34:29,Teh,Minuman & Bahan Minuman,pengeluaran,2401
TRX-fd7df64ce2fa,2025-08-12 02:07:42,Cabai,Makanan & Bahan Makanan,pengeluaran,10240
TRX-c174c473945a,2025-08-12 08:38:44,Mie Ayam,Makanan & Bahan Makanan,pemasukan,22468
TRX-2c072f6d8544,2025-08-12 12:00:24,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,26000
TRX-804a834c6fbe,2025-08-12 22:23:12,Beras,Makanan & Bahan Makanan,pengeluaran,14971
TRX-4a502acdadb0,2025-08-12 23:57:25,Teh,Minuman & Bahan Minuman,pengeluaran,3838
TRX-d4d028bf5a72,2025-08-13 01:27:45,Bakso,Makanan & Bahan Makanan,pemasukan,29313
TRX-c64879d6b5b5,2025-08-13 04:45:48,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,6232
TRX-aeca2054a5ea,2025-08-13 06:07:56,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29330
TRX-c46a829b7b3d,2025-08-13 10:24:38,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13448
TRX-f111a7d0d167,2025-08-13 14:15:45,Matcha Latte,Minuman & Bahan Minuman,pemasukan,23786
TRX-461f2db136fa,2025-08-13 14:16:05,Soto Ayam,Makanan & Bahan Makanan,pemasukan,20152
TRX-152ff3337733,2025-08-13 15:42:21,Es Teh,Minuman & Bahan Minuman,pemasukan,7358
TRX-2805e3fca368,2025-08-13 15:45:45,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22709
TRX-68f3464e5b52,2025-08-13 21:53:42,Bakso,Makanan & Bahan Makanan,pemasukan,26939
TRX-134a8c974c17,2025-08-13 22:35:11,Bakso,Makanan & Bahan Makanan,pemasukan,34473
TRX-38481131d9dc,2025-08-14 00:22:08,Bakso,Makanan & Bahan Makanan,pemasukan,33812
TRX-d494a448013a,2025-08-14 01:07:20,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13242
TRX-fbfb49a2417f,2025-08-14 08:44:00,Mie Ayam,Makanan & Bahan Makanan,pemasukan,28564
TRX-fec7fdae60a3,2025-08-14 15:34:10,Bakso,Makanan & Bahan Makanan,pemasukan,30335
TRX-2b54d782ef5f,2025-08-14 15:35:23,Cabai,Makanan & Bahan Makanan,pengeluaran,16152
TRX-bbb30a67dd77,2025-08-14 22:03:54,Bakso,Makanan & Bahan Makanan,pemasukan,34388
TRX-6bf168abf515,2025-08-15 00:49:05,Mie Ayam,Makanan & Bahan Makanan,pemasukan,21843
TRX-bca01e1ec5cd,2025-08-15 02:50:46,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27803
TRX-ff1b6bea6c4a,2025-08-15 03:02:29,Kopi,Minuman & Bahan Minuman,pengeluaran,6218
TRX-ed3814a03368,2025-08-15 04:16:58,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22527
TRX-df8cedac44e7,2025-08-15 08:46:39,Kertas Nota,ATK/Administrasi,pengeluaran,6223
TRX-7c39bab9242d,2025-08-15 11:11:16,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30636
TRX-457089f294f4,2025-08-15 13:39:09,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,25237
TRX-a439953f46c5,2025-08-15 16:55:56,Matcha Latte,Minuman & Bahan Minuman,pemasukan,23666
TRX-63388cabe717,2025-08-15 20:20:45,Vitamin,Kesehatan,pengeluaran,12747
TRX-c2985a1f71de,2025-08-15 20:53:49,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23626
TRX-e55538260a2d,2025-08-15 21:07:37,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30488
TRX-f89bf6cf7c85,2025-08-15 23:30:47,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23662
TRX-c7a139cbfb20,2025-08-16 00:15:24,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13302
TRX-843f30e99d3a,2025-08-16 04:18:40,Es Teh,Minuman & Bahan Minuman,pemasukan,8327
TRX-6fa68895ed87,2025-08-16 05:30:38,Matcha Latte,Minuman & Bahan Minuman,pemasukan,24494
TRX-2ed2b9535c78,2025-08-16 06:06:01,Mie Ayam,Makanan & Bahan Makanan,pemasukan,28454
TRX-a2af81c5fdd5,2025-08-16 08:52:17,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11601
TRX-218d9f0c9804,2025-08-16 11:41:13,Teh,Makanan & Bahan Makanan,pengeluaran,3526
TRX-0dbb797de7c2,2025-08-16 12:56:03,Es Teh,Minuman & Bahan Minuman,pemasukan,9865
TRX-46ae77a8e701,2025-08-16 13:44:39,Kopi Susu,Minuman & Bahan Minuman,pemasukan,25584
TRX-bd73d4056af6,2025-08-16 14:39:45,Susu,Minuman & Bahan Minuman,pengeluaran,11064
TRX-d911e282e1c8,2025-08-16 14:43:13,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12110
TRX-f4bc7c4ba118,2025-08-16 22:50:15,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23771
TRX-04961da26cc0,2025-08-17 00:51:38,Mie Ayam,Makanan & Bahan Makanan,pemasukan,22170
TRX-025e8ba3e161,2025-08-17 00:52:36,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,13836
TRX-a930ca363c11,2025-08-17 02:34:50,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22651
TRX-e9c34017601f,2025-08-17 04:23:14,Masker,Kesehatan,pengeluaran,2342
TRX-6a81e20e92e3,2025-08-17 13:14:08,Cabai,Makanan & Bahan Makanan,pengeluaran,13398
TRX-9ce39fa673fb,2025-08-17 18:10:37,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11517
TRX-2df4f30eb1d1,2025-08-17 18:16:47,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24891
TRX-d4b92864dc29,2025-08-17 18:32:49,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22675
TRX-65855be38571,2025-08-17 20:23:40,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,22298
TRX-18426d70141b,2025-08-17 20:29:41,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27188
TRX-3f89181b565b,2025-08-17 23:02:55,Kertas Nota,ATK/Administrasi,pengeluaran,9311
TRX-9154b9f15538,2025-08-18 02:44:36,Mie Ayam,Makanan & Bahan Makanan,pemasukan,23326
TRX-b8830486e692,2025-08-18 03:09:26,Bakso,Makanan & Bahan Makanan,pemasukan,31603
TRX-ccd4df8dbc79,2025-08-18 05:09:24,Kertas Nota,ATK/Administrasi,pengeluaran,5929
TRX-9349e705f572,2025-08-18 05:25:19,Matcha Latte,Minuman & Bahan Minuman,pemasukan,23857
TRX-5d171ea42583,2025-08-18 08:43:27,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22368
TRX-b8e54befa70f,2025-08-18 09:37:07,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24938
TRX-d7ede9af0fa8,2025-08-18 10:02:44,Soto Ayam,Makanan & Bahan Makanan,pemasukan,28026
TRX-1a05154826b7,2025-08-18 14:09:17,Vitamin,Kesehatan,pengeluaran,20695
TRX-440de0c30fbe,2025-08-18 14:51:23,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29011
TRX-da1f9693afe6,2025-08-18 17:02:28,Vitamin,Kesehatan,pengeluaran,14837
TRX-14fbf2c2addc,2025-08-18 20:56:27,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,18901
TRX-910b80429bfd,2025-08-18 21:28:08,Kopi,Minuman & Bahan Minuman,pengeluaran,5255
TRX-b700898d4709,2025-08-18 22:27:13,Mie Ayam,Makanan & Bahan Makanan,pemasukan,24648
TRX-5f4097511427,2025-08-18 23:18:41,Tinta Printer,ATK/Administrasi,pengeluaran,12777
TRX-fff6e51e829e,2025-08-19 02:03:59,Soto Ayam,Makanan & Bahan Makanan,pemasukan,27575
TRX-8a2a9558bba1,2025-08-19 03:15:48,Es Teh,Minuman & Bahan Minuman,pemasukan,9723
TRX-8e0242bb69b4,2025-08-19 04:39:40,Es Teh,Minuman & Bahan Minuman,pemasukan,7630
TRX-c9f76af080f8,2025-08-19 07:13:16,Soto Ayam,Makanan & Bahan Makanan,pemasukan,22621
TRX-446379497a07,2025-08-19 09:28:27,Beras,Makanan & Bahan Makanan,pengeluaran,12988
TRX-1b642237850c,2025-08-19 10:21:06,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24362
TRX-95d75404c298,2025-08-19 12:00:07,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,26556
TRX-8573d86400c5,2025-08-19 15:58:39,Vitamin,Kesehatan,pengeluaran,12156
TRX-64570e98774d,2025-08-19 17:31:08,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29115
TRX-11a0d089ae28,2025-08-19 17:42:09,Es Teh,Minuman & Bahan Minuman,pemasukan,6663
TRX-3afe7358d140,2025-08-19 18:46:09,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21993
TRX-0c80319d9d06,2025-08-19 23:11:38,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29001
TRX-250a6f345d4c,2025-08-19 23:43:58,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28749
TRX-65d1c1e388d5,2025-08-20 03:20:05,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20101
TRX-2e21107a9c2c,2025-08-20 06:09:21,Bakso,Makanan & Bahan Makanan,pemasukan,26283
TRX-559f827ea462,2025-08-20 13:30:04,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,19944
TRX-9e86b8559144,2025-08-20 14:13:08,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,6934
TRX-f91bf2bda91c,2025-08-20 15:11:56,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22495
TRX-47474ba81eb2,2025-08-20 18:06:59,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28041
TRX-3e7a148855d5,2025-08-20 18:11:03,Es Teh,Minuman & Bahan Minuman,pemasukan,7011
TRX-57ca41b537c0,2025-08-20 21:29:48,Mie Ayam,Makanan & Bahan Makanan,pemasukan,26007
TRX-5cd73d2ba48e,2025-08-20 22:18:10,Bakso,Makanan & Bahan Makanan,pemasukan,30891
TRX-e745f7709bb4,2025-08-20 23:04:01,Es Teh,Minuman & Bahan Minuman,pemasukan,9717
TRX-ade2a86d877f,2025-08-20 23:57:49,Gas LPG,Makanan & Bahan Makanan,pengeluaran,37330
TRX-1e958f053c85,2025-08-21 02:44:15,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,19130
TRX-51d4f6e0e71e,2025-08-21 07:53:05,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13087
TRX-1008643ad643,2025-08-21 14:23:18,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,23029
TRX-3fc765d9232d,2025-08-21 14:27:54,Kopi,Makanan & Bahan Makanan,pengeluaran,6505
TRX-030aae8c8bfe,2025-08-21 14:31:27,Es Teh,Minuman & Bahan Minuman,pemasukan,6389
TRX-921c130bb34e,2025-08-22 04:22:19,Es Teh,Minuman & Bahan Minuman,pemasukan,8125
TRX-1bac992358f5,2025-08-22 10:09:31,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14970
TRX-b839c4c39662,2025-08-22 13:29:26,Beras,Makanan & Bahan Makanan,pengeluaran,13416
TRX-d3c10a8a8e10,2025-08-22 20:12:32,Kopi,Minuman & Bahan Minuman,pengeluaran,6506
TRX-903505f42394,2025-08-22 21:29:15,Pulpen,Makanan & Bahan Makanan,pengeluaran,3239
TRX-bec6ef68036e,2025-08-22 23:07:43,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14356
TRX-d712014b3fea,2025-08-23 01:01:17,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22671
TRX-0a3023d090b9,2025-08-23 04:15:04,Masker,Makanan & Bahan Makanan,pengeluaran,4745
TRX-2330a5afc89b,2025-08-23 11:31:56,Cabai,Makanan & Bahan Makanan,pengeluaran,23735
TRX-5a6556bb2690,2025-08-23 12:07:42,Es Teh,Minuman & Bahan Minuman,pemasukan,7362
TRX-b95cba2b21c0,2025-08-23 13:44:46,Kertas Nota,ATK/Administrasi,pengeluaran,11945
TRX-b2d88e99c457,2025-08-23 16:42:24,Bakso,Makanan & Bahan Makanan,pemasukan,32037
TRX-5592b7261952,2025-08-23 18:44:15,Cabai,Makanan & Bahan Makanan,pengeluaran,20084
TRX-089af68786b3,2025-08-23 19:38:18,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12085
TRX-d114d22eb291,2025-08-23 21:36:56,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,14083
TRX-b85000503130,2025-08-23 22:00:17,Bakso,Makanan & Bahan Makanan,pemasukan,32871
TRX-d4ff80ea0b88,2025-08-24 02:48:48,Matcha Latte,Minuman & Bahan Minuman,pemasukan,22988
TRX-de0232350cd2,2025-08-24 03:36:25,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,5208
TRX-e50c73ec0108,2025-08-24 05:26:11,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28747
TRX-a1289704ce1e,2025-08-24 06:09:00,Bakso,Makanan & Bahan Makanan,pemasukan,28480
TRX-47fd75773689,2025-08-24 08:13:48,Kopi,Makanan & Bahan Makanan,pengeluaran,5727
TRX-4e86383bf597,2025-08-24 16:11:24,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23791
TRX-bce3267643c3,2025-08-24 16:41:51,Bakso,Makanan & Bahan Makanan,pemasukan,28809
TRX-89dcc521d516,2025-08-24 18:12:36,Beras,Makanan & Bahan Makanan,pengeluaran,18275
TRX-f695c8cfa0b0,2025-08-24 19:33:02,Es Teh,Minuman & Bahan Minuman,pemasukan,8182
TRX-b2a804e16ae6,2025-08-24 20:44:19,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26212
TRX-d54f52fde4ef,2025-08-25 00:45:54,Es Teh,Minuman & Bahan Minuman,pemasukan,7345
TRX-4dd58065ad44,2025-08-25 03:17:29,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27783
TRX-410365f14902,2025-08-25 05:16:24,Mie Ayam,Makanan & Bahan Makanan,pemasukan,25285
TRX-423f1daf011f,2025-08-25 15:59:19,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,23553
TRX-e368f9213261,2025-08-25 17:20:59,Cabai,Makanan & Bahan Makanan,pengeluaran,10580
TRX-b524a85cbd55,2025-08-25 18:00:14,Bakso,Makanan & Bahan Makanan,pemasukan,28065
TRX-c0383950b992,2025-08-26 01:24:20,Teh,Minuman & Bahan Minuman,pengeluaran,3306
TRX-5f773819393b,2025-08-26 02:45:49,Teh,Minuman & Bahan Minuman,pengeluaran,3860
TRX-44dadeb8d173,2025-08-26 03:46:51,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,24833
TRX-8553df77300a,2025-08-26 06:26:13,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,18661
TRX-c1481a66117e,2025-08-26 07:29:58,Bakso,Makanan & Bahan Makanan,pemasukan,32664
TRX-226f53a908f6,2025-08-26 13:25:48,Kopi,Minuman & Bahan Minuman,pengeluaran,8659
TRX-1d13f6a1d219,2025-08-26 21:22:27,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25336
TRX-c5764e39dff7,2025-08-26 23:37:44,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12945
TRX-288be255ba9c,2025-08-27 00:52:05,Masker,Kesehatan,pengeluaran,4089
TRX-1ccb5cfdce59,2025-08-27 01:05:47,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,28283
TRX-e0243d888d85,2025-08-27 01:28:08,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24245
TRX-f14a37a6e78d,2025-08-27 07:26:52,Bakso,Makanan & Bahan Makanan,pemasukan,34630
TRX-06ab56b99cb5,2025-08-27 14:29:18,Vitamin,Kesehatan,pengeluaran,10011
TRX-8dfc4400b5ad,2025-08-27 18:25:35,Es Teh,Minuman & Bahan Minuman,pemasukan,6619
TRX-49ba3ddb6403,2025-08-27 21:03:41,Es Teh,Minuman & Bahan Minuman,pemasukan,9363
TRX-2579c35c60f8,2025-08-28 09:07:12,Pulpen,ATK/Administrasi,pengeluaran,2236
TRX-36ef0b1a7e53,2025-08-28 10:37:15,Es Teh,Minuman & Bahan Minuman,pemasukan,7738
TRX-017a8b0169f0,2025-08-28 12:43:10,Soto Ayam,Makanan & Bahan Makanan,pemasukan,27825
TRX-b47bbd919843,2025-08-28 16:18:40,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26177
TRX-b5028cb5b8d9,2025-08-28 18:20:11,Bakso,Makanan & Bahan Makanan,pemasukan,25619
TRX-6ce565b6f06a,2025-08-28 23:33:42,Beras,Makanan & Bahan Makanan,pengeluaran,13370
TRX-8695bb267aa3,2025-08-29 01:10:34,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24079
